user_input,reference_contexts,query_style,source_file
¿Qué implica ser aval de un crédito y qué responsabilidades tengo si el deudor no paga?,"['# AVAL (ENDEUDAMIENTO)\n\nSignifica comprometerse a pagar la deuda de otra persona, si ésta no paga su respectiva obligación. Ejemplo: Cuando un consumidor pide un crédito, firma un contrato con un banco. En caso de que el consumidor no cumpla con lo acordado, será el aval al que le exigirán su cumplimiento.\n']",Duda Directa sobre Restricciones,BD1-00196
¿Qué es un aval y cómo funciona en una garantía comercial?,"['# AVAL (MERCADO, PRODUCCIÓN DE BIENES Y SERVICIOS Y TRABAJO)\n\nGarantía de carácter comercial, ejecutada por un tercero, que lo obliga a responder de un pago en caso de no efectuarlo la persona que está principalmente vinculada a éste.\n']",Principiante / Educativo,BD1-00197
"kiero saber si puedo sacar plata en efectivo con mi tarjeta de crèdito, como funciona eso del avanze en efectivo?","['# AVANCE EN EFECTIVO\n\nEs un giro de dinero en efectivo que permite hacer la tarjeta de crédito a través de cajeros automáticos o ejecutivos de una entidad financiera, de acuerdo al monto de dinero que usted tiene a disposición en su línea de crédito para ese servicio.\n']",Mal redactado / Errores ortográficos,BD1-00198
"Si tengo un accidente y quiero reclamar, ¿qué tipo de documento debo enviar al seguro para notificar el siniestro?","['# AVISO O DENUNCIA DE SINIESTRO\n\nDocumento o comunicación por el que el asegurado informa a su asegurador la ocurrencia de determinado hecho o accidente, cuyas características guardan relación en principio, con las circunstancias previstas en la póliza para que proceda la indemnización.\n\nPrincipio del formulario\n']",Caso Hipotético en Primera Persona,BD1-00199
¿Qué es el balance general y qué incluye?,"['# BALANCE GENERAL\n\nEs el estado básico demostrativo de la situación financiera de una empresa, a una fecha determinada, preparado de acuerdo con los principios básicos de contabilidad gubernamental que incluye el activo, el pasivo y el capital contable.\n']",Principiante / Educativo,BD1-00200
¿Qué significa banca?,"['# BANCA\n\nConjunto de instituciones bancarias, o sistema bancario existentes en un país. La banca, en sentido general, es una rama de la actividad económica que pertenece al sector servicios de la economía. Ej. En Chile los bancos comerciales y las financieras pertenecen a la Banca.\n']",Principiante / Educativo,BD1-00201
"Oye, ¿qué es la banca online y qué ventajas trae para hacer todo desde casa?","['# BANCA ONLINE O E – BANKING\n\nEs la banca a la que se puede acceder mediante internet. Pueden ser entidades con sucursales físicas o que solo operan por internet o teléfono. Ej. Esta banca presenta ventajas, como la comodidad y servicios de conveniencia las 24 horas del día, 7 días de la semana desde operaciones desde la casa, acceso global, ahorro en el tiempo, ahorro de los coste del banco, transparencia en la información, capacidad de elección de los clientes, oferta de productos y servicios personalizados.\n']",Colloquial Chileno Natural,BD1-00202
bancos función circulación dinero,"['# BANCO\n\nLos bancos son entidades que se ocupan de comerciar con el dinero, considerado como mercancía, y por ello reciben y custodian depósitos y otorgan préstamos. Los bancos toman fondos de los privados y del gobierno y los utilizan para efectuar préstamos a los clientes que los solicitan. De esta manera, los bancos cumplen la función de permitir la circulación del dinero en la economía, proveyendo la custodia de las cantidades que los depositantes no necesitan de modo inmediato y entregándolo a quienes requieren de capital para el desarrollo de sus actividades. Así obtienen sus ingresos, con los que costean sus gastos operativos y obtienen ganancias. Ej. En Chile hay bancos de capitales chilenos (Banco de Chile, Banco del Estado, Banco de Crédito e Inversiones, Banco Falabella) y bancos de capitales internacionales (Banco Santander, Banco Scotiabank).\n']",Buscador de Palabras Clave,BD1-00203
kiero saber q hace el banco central y donde queda,"['# BANCO CENTRAL\n\nBanco de reserva o banco de emisión. Institución que, en cada país, se encarga de controlar el sistema bancario y monetario. Sus funciones precisas varían de acuerdo a las regulaciones legales de cada nación pero, en general, incluyen las siguientes: a) fijar la política monetaria, realizando operaciones de mercado abierto, fijando la tasa de interés o de descuento para los papeles de los otros bancos, determinando el encaje legal que deben tener los bancos particulares y controlando diversos aspectos de las operaciones de éstos. b) actuar como prestamista de última instancia, entregando dinero a los bancos comerciales para que éstos puedan hacer frente a sus eventuales necesidades y compromisos. c) emitir moneda nacional. d) recibir y manejar las reservas internacionales del país. Ej. El Banco Central de Chile se encuentra físicamente ubicado en la capital Santiago y cumple el rol de controlar el sistema bancario y monetario.\n']",Mal redactado / Errores ortográficos,BD1-00204
"Si yo tengo que pagar un impuesto y me piden la base imponible, ¿qué significa exactamente?","['# BASE IMPONIBLE\n\nCorresponde a la cuantificación del hecho gravado, sobre la cual debe aplicarse de forma directa la tasa del tributo, con la finalidad de determinar el monto de la obligación tributaria.\n']",Caso Hipotético en Primera Persona,BD1-00205
"En caso de que yo sea la persona que recibirá la indemnización de un seguro sin ser el asegurado, ¿qué implica ser beneficiario?","['# BENEFICIARIO\n\nEs la persona que, sin ser asegurado, va a recibir las indemnizaciones que corresponda pagar al asegurador en caso de siniestro. No es parte del contrato y, por lo tanto, no asume obligaciones ni cargas.\n']",Caso Hipotético en Primera Persona,BD1-00206
kiero saber q es beneficio de una empresa,"['# BENEFICIO\n\nGanancia que le queda a una empresa luego de descontar los egresos de los ingresos. Ej. Si yo produzco 10 helados, me cuesta $1.000 pesos producirlos (leche, saborizante, luz, tiempo) y luego los vendo a $150 pesos cada helado, mi beneficio es de $50 pesos por helado.\n']",Mal redactado / Errores ortográficos,BD1-00207
"Oye, ¿qué es un bien? ¿Me podís explicar con ejemplos?","['# BIEN\n\nObjeto o cosa que proporciona un valor o utilidad a quien lo utiliza o consume; todo objeto o medio que satisface una necesidad. Ej. Un computador, una pelota de fútbol, un libro.\n']",Colloquial Chileno Natural,BD1-00208
bien escaso definición,"['# BIEN ESCASO\n\nEs aquel cuya abundancia o disponibilidad es limitada. No existe escasez de aire, por ejemplo, puesto que este bien está disponible en forma irrestricta para sus consumidores, llamándoselo por lo tanto un bien libre. En cambio, todos los bienes y servicios que se comercian por un precio son bienes escasos, pues ellos se ofrecen en cantidades más o menos restringidas. La mayoría de los bienes son escasos. Ej. El petróleo. La existencia de reservas limitadas y situadas sólo en algunas regiones del planeta, hace que se transforme en un bien escaso cuya tasación en el mercado afecta a la economía en todo el mundo.\n']",Buscador de Palabras Clave,BD1-00209
kiero saber q son los bienes complementarios y por que se usan juntes,"['# BIENES COMPLEMENTARIOS\n\nSon aquellos bienes que deben obligatoriamente ser utilizados en forma conjunta para satisfacer una necesidad. Ej. En el caso de transportarse en un automóvil a bencina, ambos bienes -automóvil y bencina- deben ser utilizados conjuntamente para satisfacer la necesidad de transporte. También, se definen los bienes complementarios como aquellos en que el aumento del precio de uno, disminuye la demanda del otro.\n']",Mal redactado / Errores ortográficos,BD1-00210
"Si tengo una pyme y adquiero una máquina para usarla en la producción, ¿ese activo se considera bien de capital?","['# BIENES DE CAPITAL\n\nAquellos que no se destinan al consumo, sino a seguir el proceso productivo, en forma de auxiliares o directamente para incrementar el patrimonio material o financiero (capital). Término aplicado comúnmente al activo fijo, que abarca algunas veces partidas o elementos que contribuyen a la producción. Es sinónimo de capital (o bienes) de producción; es decir, el capital empleado en la producción. Estos términos se refieren también a las formas materiales de los elementos de producción, tales como las máquinas, el equipo, etc., en contraste con valores de capital (o de capitalización) que es la medida monetaria de dichos elementos. Son los activos destinados para producir otros activos.\n']",Caso Hipotético en Primera Persona,BD1-00211
"Si yo compro una nevera y una camisa, ¿cómo se clasifican esos productos dentro de los bienes de consumo?","['# BIENES DE CONSUMO\n\nSon aquellos que se destinan a la satisfacción directa de necesidades. Los bienes de consumo se clasifican en durables (o duraderos) y no durables. Ej. Los primeros son los que rinden al consumidor un flujo de servicios durante un tiempo relativamente largo, como los muebles, los automóviles, la vivienda, etc.; los segundos son los que se agotan o consumen, como la vestimenta o los alimentos.\n']",Caso Hipotético en Primera Persona,BD1-00212
"Oye, ¿cómo se llama eso de que cuando sube la luca dejo de comprar ciertas cosas, tipo esas zapatillas chinas?","['# BIENES INFERIORES\n\nSon aquellos cuyo consumo disminuye cuando se incrementa el ingreso del consumidor. Ej. La compra de zapatillas chinas disminuye en la medida que los consumidores, que tradicionalmente las adquirían, aumentan sus ingresos.\n']",Colloquial Chileno Natural,BD1-00213
"Si yo compro una casa que es también un monumento histórico y quiero mudarla a otro barrio, ¿se sigue considerando bien inmueble o puedo trasladarla sin que cambie su forma?","['# BIENES INMUEBLES\n\nSon los que no se pueden trasladar de un lugar a otro sin alterar, en algún modo, su forma o sustancia, siéndolo unos por su naturaleza, otros por disposición legal expresa en atención a su destino. El concepto de bienes inmuebles ha sufrido una honda transformación en nuestro tiempo, merced a los adelantos técnicos que permiten trasladar, de un lugar a otro, sin alteración, por ejemplo monumentos históricos arquitectónicos.\n']",Caso Hipotético en Primera Persona,BD1-00214
¿Qué significa bien intermedio y cómo se diferencia de un bien final?,['# BIENES INTERMEDIOS\n\nBienes que han sufrido alguna transformación pero que todavía no han alcanzado la fase en que se convierten en bienes finales.\n'],Principiante / Educativo,BD1-00215
"Si yo quisiera saber qué cosas se consideran bienes libres, ¿qué ejemplos hay y cómo se definen?",['# BIENES LIBRES\n\nSon los bienes que no son escasos con relación a su demanda y por lo tanto no tienen precio. No son propiedad de nadie. Son pocos los ejemplos de bienes libres: Ej. El aire.\n'],Caso Hipotético en Primera Persona,BD1-00216
¿Qué son los bienes muebles?,"['# BIENES MUEBLES\n\nSon mercancías cuya vida útil es mayor a un año y son susceptibles de ser trasladadas de un lugar a otro sin alterar ni su forma ni su esencia, tal es el caso del mobiliario y equipo de oficina, maquinaria, automóviles, etc.\n']",Principiante / Educativo,BD1-00217
"Si mi sueldo sube este mes, ¿es normal que empiece a comprar más carne de vacuno?",['# BIENES NORMALES\n\nSon aquellos cuyo consumo aumenta cuando se incrementa el ingreso del consumidor. Ej. El consumo de carne de vacuno se incrementa cuando suben los ingresos.\n'],Caso Hipotético en Primera Persona,BD1-00218
"¿Hay que pagar para usar una plaza o la playa, o son gratuitos?","['# BIENES PÚBLICOS\n\nSon bienes o servicios a los que pueden acceder todas las personas, sin tener que pagar por ello. Ej. Una plaza, la playa.\n']",Duda Directa sobre Restricciones,BD1-00219
"Oye, ¿me puedes explicar qué son los bienes sustitutos y cómo se diferencian de los complementarios?","['# BIENES SUSTITUTOS\n\nSon aquellos bienes capaces de satisfacer una misma necesidad y, por lo tanto, compiten entre sí. También, se definen dos bienes como complementarios cuando el aumento en el precio de uno produce el aumento de la demanda del otro. Ej. Café y Té.\n']",Colloquial Chileno Natural,BD1-00220
¿Qué situaciones pueden hacer que me incluyan en el Boletín Comercial?,"['# BOLETÍN COMERCIAL\n\nBanco de Datos que administra la Cámara de Comercio y que recopila, edita y publica protestos y morosidades a nivel nacional y registra y publica las aclaraciones de los incumplimientos comerciales. Las personas son incluidas en esta lista cuando tienen protestos de cheques, letras y pagarés o cuotas impagas en el sistema financiero o comercial.\n']",Duda Directa sobre Restricciones,BD1-00221
"Oye, cuéntame qué es la bolsa de valores, quiénes están metidos en la jugada y cómo la controla el Estado","['# BOLSA DE VALORES\n\nOrganización privada que brinda las facilidades necesarias para que sus miembros, atendiendo los mandatos de sus clientes, realicen negociaciones de compra venta de valores, tales como acciones de sociedades o compañías anónimas, bonos públicos y privados, certificados, títulos de participación y una variedad de instrumentos de inversión. Los participantes en la operación de las bolsas son básicamente los demandantes de capital (empresas, organismos públicos o privados y otros entes), los oferentes de capital (ahorradores, inversionistas) y los intermediarios. La negociación de valores en las bolsas se efectúa a través de los miembros de la Bolsa, conocidos usualmente con el nombre de corredores, agentes o comisionistas, sociedades de corretaje de valores y casas de bolsa, de acuerdo a la denominación que reciben en las leyes de cada país, quienes hacen su labor a cambio de una comisión. Las bolsas de valores son reguladas, supervisadas y controladas por los Estados nacionales, aunque la mayoría de ellas fueron fundadas en fechas anteriores a la creación de los organismos supervisores oficiales.\n']",Colloquial Chileno Natural,BD1-00222
"Oye, ¿me puedes explicar rápido qué son los bonos y cómo funcionan?","['# BONOS\n\nEs una de las formas de materializarse los títulos de deuda, de renta fija o variable. Son títulos que normalmente son colocados a nombre del portador y que suelen ser negociados en algún mercado de bolsa de valores. El emisor se compromete a devolver el capital principal junto con los intereses, también llamados cupón. Ej.: Estos títulos pueden ser emitidos por una institución pública, un Estado, un gobierno regional, un municipio o por una institución privada, empresa industrial, comercial o de servicios.Principio del formulario\n']",Colloquial Chileno Natural,BD1-00223
"Si yo no pago mi cuenta dentro del plazo, ¿qué implica caer en mora?",['# CAER EN MORA\n\nSituación que se produce cuando el consumidor no paga su cuenta dentro del plazo establecido al efecto.\n'],Caso Hipotético en Primera Persona,BD1-00224
cajero automático definición,"['# CAJERO AUTOMÁTICO\n\nUn cajero automático es una máquina expendedora usada para retirar, hacer un giro o depositar dinero, mediante una tarjeta magnética (tarjeta de crédito, por ejemplo), sin la necesidad de ser atendido por personal del banco.\n']",Buscador de Palabras Clave,BD1-00225
¿Qué significa capacidad de pago?,"['# CAPACIDAD DE PAGO\n\nEs la posibilidad que tiene una persona para pagar o afrontar sus deudas, dentro de su presupuesto familiar, en virtud de los ingresos que percibe.\n']",Principiante / Educativo,BD1-00226
"Si yo quiero montar una pyme y estoy pensando en cómo financiarla, ¿qué tipos de capital existen y en qué me sirven?","['# CAPITAL\n\nPuede ser entendido como un factor de producción -capital físico o real constituido por edificios, equipos y otros materiales utilizados en el proceso de producción. También, puede hablarse de capital financiero, cuando se alude a fondos disponibles para la adquisición de capital real o activos financieros como las acciones; capital humano, para identificar la capacidad de producción del trabajo incorporando aspectos cualitativos como la educación. Por último, capital puede ser entendido como una relación social de producción.\n']",Caso Hipotético en Primera Persona,BD1-00227
Explícame qué es el capital social y por qué es importante,"['# CAPITAL SOCIAL\n\nConjunto de valores y expectativas comunes de una comunidad determinada. El capital social es una condición previa para la cooperación y la organización de actividades humanas, incluidos los negocios. El capital social puede transformarse, consumirse o reponerse, al igual que el capital financiero.\n']",Principiante / Educativo,BD1-00228
kiero saber q es el sistma que nace de la libertad econmica y la propieda privata,['# Nombre Documento\n\nSistema social que surge como resultado de la libertad económica y la propiedad privada del capital como herramienta de producción.\n'],Mal redactado / Errores ortográficos,BD1-00229
kiero saber q es carencia y cuanto tiemp0 pasa sin que me paguen la indemnizacion,"['# CARENCIA\n\nPeríodo de tiempo, contado desde el inicio de vigencia de la cobertura, durante el cual el asegurado no tiene derecho al pago de la indemnización.\n']",Mal redactado / Errores ortográficos,BD1-00230
"Si yo solicito un préstamo, ¿qué significa la CAE y cómo se calcula?","['# CARGA ANUAL EQUIVALENTE (CAE)\n\nEs un indicador expresado en porcentaje que revela el costo de un crédito en un período anual, considerando todos los gastos y costos del mismo.\n']",Caso Hipotético en Primera Persona,BD1-00231
kiero saber q son los cargos fijos de una tarjeta de credito,"['# CARGOS FIJOS\n\nSon los gastos permanentes que genera el uso de un producto o servicio financiero, por ejemplo, el uso de una tarjeta de crédito.\n']",Mal redactado / Errores ortográficos,BD1-00232
kiero saber q es un cheqe y pa q sirve,"['# CHEQUE\n\nDocumento, normalmente impreso y emitido por un banco, que ordena a éste transferir fondos desde la cuenta corriente de quien lo emite a la persona a nombre de la cual se hace el cheque. Es una autorización para retirar una determinada cantidad de dinero de su cuenta la cual se expresa en el documento, prescindiendo de la presencia del titular de la cuenta bancaria. Ej.: se utilizan frecuentemente para pagar a plazo (30, 60, 90 días) o como garantía.\n']",Mal redactado / Errores ortográficos,BD1-00233
¿Qué es un ciclo económico y cuáles son sus fases?,"['# CICLO ECONÓMICO\n\nPeriodo caracterizado por ascensos y descensos de la producción real en una economía. Por lo general, consta de cuatro fases: recesión, depresión, expansión y auge.\n']",Principiante / Educativo,BD1-00234
"Si tengo una empresa y necesito saber qué activos se consideran circulante, ¿qué incluye exactamente?","['# CIRCULANTE\n\nLa palabra tiene dos acepciones corrientes: a) Es el monto de billetes, monedas y depósitos a la vista que existe en la economía de un país. b) Es la parte del activo de una empresa que se considera como líquida, y está, por lo tanto, constituida por el efectivo en caja, los depósitos bancarios que no son a plazo fijo, las cuentas por cobrar y otros activos semejantes. Ej. En una empresa es aquel activo líquido a la fecha de cierre del ejercicio, o convertible en dinero dentro de los doce meses.\n']",Caso Hipotético en Primera Persona,BD1-00235
¿Qué es la ciudadanía corporativa y cómo se relaciona con la comunidad?,"['# CIUDADANÍA CORPORATIVA\n\nLa gestión de todas las relaciones entre una empresa y sus comunidades a nivel local, nacional y mundial.\n']",Colloquial Chileno Natural,BD1-00236
"Si yo contrato una póliza de seguro y me preocupa que falte alguna cláusula para resolver problemas como el no pago de la prima, ¿existe alguna cláusula que pueda aplicarse a cualquier póliza?","['# CLÁUSULA GENERAL\n\nSon aquellas cláusulas que por su naturaleza, tipo o finalidad, permiten generalizar su uso en distintas pólizas registradas que no las contengan, tales como reglas de solución de dificultadas o controversias, resolución de contrato por no pago de prima y cláusula de acreedor prendario o hipotecario.\n']",Caso Hipotético en Primera Persona,BD1-00237
"Tengo un contrato de adhesión y me piden aceptar una cláusula que limita mis derechos, ¿podría ser una cláusula abusiva según la ley de protección al consumidor?",['# CLÁUSULAS ABUSIVAS\n\nSon aquellas cláusulas de un contrato de adhesión que contravienen lo dispuesto en la Ley sobre Protección de los Derechos de los Consumidores (específicamente las cláusulas prohibidas en el artículo 16 de la ley señalada).\n'],Caso Hipotético en Primera Persona,BD1-00238
kiero saber q son esas clausulas adicinales del seguro,"['# CLÁUSULAS ADICIONALES\n\nSon aquellas cláusulas accesorias al contrato de un seguro, que permiten extender o ampliar las coberturas comprendidas en las Condiciones Generales de una póliza, incluyendo riesgos no contemplados o expresamente excluidos o eliminando restricciones, condiciones u obligaciones que afecten o graven al Asegurado o Contratante.\n']",Mal redactado / Errores ortográficos,BD1-00239
"Si yo tengo una kiosco de bebidas y algunos clientes compran cada día mientras que otros sólo aparecen de vez en cuando, ¿cómo se llaman esos tipos de clientes y qué los diferencia?","['# CLIENTE\n\nEs la persona que está dispuesta a comprar los bienes y/o servicios que una empresa produce. Ej. Los clientes de la señora que vende bebidas en el kiosco son los estudiantes, profesores y o las personas que le compran sus productos.\n\nEs el receptor de un bien, servicio, producto o idea, obtenida de un vendedor a cambio de dinero u otro artículo de valor. La noción suele estar asociada a quien accede al producto o servicio en cuestión con asiduidad, aunque también existen los clientes ocasionales. Los clientes activos son aquellos que en la actualidad, están realizando compras o que lo hicieron dentro de un periodo corto de tiempo. En cambio, los clientes inactivos son aquellos que realizaron su última compra hace bastante tiempo atrás, por tanto, se puede deducir que se pasaron a la competencia, que están insatisfechos con el producto o servicio que recibieron o que ya no necesitan el producto.\n']",Caso Hipotético en Primera Persona,BD1-00240
"Oye, ¿qué cubre exactamente la cobertura de una póliza de seguro?",['# COBERTURA\n\nCorresponde al conjunto de riesgos que se traspasan al asegurador con motivo del seguro y cuya ocurrencia obliga a la compañía a pagar al asegurado una indemnización hasta el límite del monto asegurado y de acuerdo a los términos establecidos en las condiciones generales y particulares de la póliza.\n'],Colloquial Chileno Natural,BD1-00241
¿Me puedes explicar qué es la cobranza extrajudicial y cómo le hace el banco a uno si no paga a tiempo?,"['# COBRANZAS EXTRAJUDICIALES\n\nEs el trámite que realiza quien prestó dinero (un banco u otro) para recuperar lo prestado, que no ha sido pagado dentro del plazo señalado. Esta cobranza se llama extrajudicial porque se realiza antes de que se inicie el cobro a través de los tribunales de justicia. Consisten en acciones que hacen las empresas para cobrarles a los consumidores que les deben y están reguladas por la Ley del Consumidor.\n']",Colloquial Chileno Natural,BD1-00242
"Si me aparecen cargos en mi tarjeta que no autoricé, ¿se consideran cobros indebidos?",['# COBRO INDEBIDO\n\nSon cobros que no fueron consentidos o aceptados por el consumidor. Por ejemplo: giros con una tarjeta de crédito clonada.\n'],Caso Hipotético en Primera Persona,BD1-00243
colocación definición,['# COLOCACIÓN\n\nEl término se usa para indicar que se deposita una suma a préstamo en una institución financiera para obtener un interés determinado. Ej. Si yo voy al Banco y abro una libreta de ahorro con $10.000 estoy haciendo una colocación de dinero.\n'],Buscador de Palabras Clave,BD1-00244
"Cachai, ¿qué actividades están dentro de la comercialización? Tipo la publicidad en TV, radio, afiches y volantes, ¿es eso todo?","['# COMERCIALIZACIÓN\n\nSon todas las actividades que hace una empresa para llevar los bienes que produce hasta el consumidor. Ej. Parte de la comercialización es la publicidad (TV, radio, afiches, volantes) que la empresa realiza para que las personas conozcan su producto.\n']",Colloquial Chileno Natural,BD1-00245
k es comercio y como se hace el intercambio de cosas,"['# COMERCIO\n\nEs el intercambio de bienes que puede ser por medio del dinero, del intercambio o del trueque. Ej. Cuando se adquiere una revista en el quiosco de la esquina, cuando se cambia a un amigo de la universidad una entrada a un concierto por una clase de repaso.\n']",Mal redactado / Errores ortográficos,BD1-00246
"Oye, si pago mi préstamo antes, ¿me van a cobrar alguna comisión o cargo extra?","['# COMISIÓN DE PREPAGO\n\nEs el dinero que cobran por pagar anticipadamente un crédito. El consumidor tiene derecho a prepagar una deuda, cumpliendo con las condiciones que establece la Ley N° 18.010.\n']",Colloquial Chileno Natural,BD1-00247
comisiones crédito definición,"['# COMISIONES\n\nSon cargos vinculados a un crédito que corresponden a la retribución de un servicio adicional, distinto al principal, prestado por la empresa. Por ejemplo, por administrar la tarjeta.\n']",Buscador de Palabras Clave,BD1-00248
q es la competencia en el mercado y como influe en los precios,"['# COMPETENCIA\n\nSituación en la que agentes económicos rivalizan en el mercado ofreciendo y demandando bienes y servicios. La competencia es esencial en la economía de mercado, tanto que puede decirse que ambos términos son, en realidad, inseparables: no existe economía de mercado sin competencia y la existencia de competencia produce como resultado un tipo de economía que es de mercado. Cuando existe una cantidad suficiente de compradores y vendedores, de manera tal que ninguno puede influir sobre los precios, hablamos de competencia perfecta. Cuando no es plena y un comprador o vendedor es lo suficientemente fuerte como para incidir en el precio al que se transa un bien, hablamos de competencia imperfecta. La competencia expresa la soberanía del consumidor, dotándolo del poder de decidir por cuáles productos está dispuesto a pagar. Ej. Que exista más de un supermercado en un barrio hace que éstos compitan con ofertas para atraer a sus clientes.\n']",Mal redactado / Errores ortográficos,BD1-00249
kiero saber q es un competidor en el mercado y ejemplos,"['# COMPETIDOR\n\nEs todo aquel agente que desarrolla una actividad de competencia en el contexto de mercado, ya sea ofreciendo o demandando bienes, aunque el término se aplica comúnmente para referirse a la primera de estas actividades. Por ello, se identifica como competidores a las empresas que producen los mismos bienes y/o servicios que otra empresa determinada, orientados a los mismos clientes. Ej. Son competidores la Farmacia Ahumada con la Farmacia Cruz Verde.\n']",Mal redactado / Errores ortográficos,BD1-00250
"Oye, ¿qué es eso del comportamiento del consumidor y de qué va el estudio?","['# COMPORTAMIENTO DEL CONSUMIDOR\n\nComportamiento que desarrollan los individuos, familias, grupos y organizaciones en tanto consumidores cuando compran, usan, evalúan y desechan productos y servicios que esperan que satisfagan sus necesidades. El estudio del comportamiento del consumidor es el estudio de cómo toman decisiones para gastar sus recursos disponibles (tiempo, dinero y esfuerzo) en asuntos relacionados con el consumo.\n']",Colloquial Chileno Natural,BD1-00251
¿Qué cargos extra tengo si compro algo a crédito?,"['# COMPRA\n\nIntercambio por el cual un comprador adquiere un bien o servicio a cambio de entregar dinero. Estas pueden ser al contado, cuando se paga inmediatamente o al crédito, cuando se establece un pago posterior. El crédito genera intereses, donde tiene que pagarse un monto adicional. Ej. Comprar unos jeans al contado o pagarlos con la tarjeta de una casa comercial; en el segundo caso, al costo del producto se agrega los intereses de la tarjeta y otros costos asociados a la transacción.\n']",Duda Directa sobre Restricciones,BD1-00252
"Si contrata un seguro con el banco, ¿qué cláusulas generales incluye el contrato tipo, como los riesgos cubiertos, exclusiones y mis obligaciones?","['# CONDICIONES GENERALES\n\nSon las cláusulas de los contratos tipo que deben utilizar las entidades aseguradoras en la contratación de los seguros, que contienen las regulaciones y estipulaciones mínimas por las que se rige el contrato respectivo, tales como, riesgos cubiertos y materias aseguradas, exclusiones de cobertura, derechos, obligaciones y cargas del contrato, etc.\n']",Caso Hipotético en Primera Persona,BD1-00253
"Si yo estoy por contratar un seguro de auto y me hablan de condiciones particulares, ¿qué significa eso y qué tipo de cosas pueden incluir?","['# CONDICIONES PARTICULARES\n\nSon aquellas estipulaciones que regulan aspectos que por su naturaleza no son materia de condiciones generales y que permiten la singularización de una póliza de seguros determinada, especificando sus particularidades tales como, requisitos de aseguramiento, individualización del asegurador, contratante, asegurado y beneficiario, deducibles, etc.\n']",Caso Hipotético en Primera Persona,BD1-00254
"Si soy un adolescente que compra música y videojuegos, ¿eso me convierte en consumidor según la definición?","['# CONSUMIDOR\n\nEs quien consume bienes y servicios que se ofrecen en el mercado .Todas las personas, sin excepción, son consumidores, pues necesitan satisfacer sus necesidades a lo largo de toda su vida. Ej. Los adolescentes son consumidores de música y video juegos.\n']",Caso Hipotético en Primera Persona,BD1-00255
"Oye, ¿cómo definen en el banco a los consumidores o usuarios? ¿Qué tipo de personas entran en esa categoría?","['# CONSUMIDORES O USUARIOS\n\nPersonas naturales o jurídicas que, en virtud de cualquier acto jurídico oneroso, adquieren, utilizan, o disfrutan, como destinatarios finales, de los bienes o servicios adquiridos.\n']",Colloquial Chileno Natural,BD1-00256
"Oye, cuéntame al tiro qué significa consumismo y por qué la gente compra tanto cosas que no necesita","['# CONSUMISMO\n\nSe refiere tanto a la acumulación, compra o consumo de bienes y servicios considerados no esenciales, como al sistema político y económico que promueve la adquisición competitiva de riqueza como signo de status y prestigio dentro de un grupo social.\n']",Colloquial Chileno Natural,BD1-00257
"Si mi familia gasta 30.000 pesos al mes en gas, ¿qué significa consumo y cómo deberíamos administrarlo?","['# CONSUMO\n\nPodemos entenderlo como el acto o proceso de adquisición de un servicio o una mercadería que se considera tiene utilidad en la satisfacción de una o más necesidades. También, podemos entenderlo como la cantidad que se gasta en la adquisición o compra de un determinado bien o servicio. La capacidad de consumo debe ser administrada racionalmente. Ej. Una familia al mes consume cierta cantidad de gas, según sus necesidades y presupuesto familiar.\n']",Caso Hipotético en Primera Persona,BD1-00258
"Oye, ¿qué incluye la contabilidad completa? ¿Qué libros tengo que llevar?","['# CONTABILIDAD COMPLETA\n\nEs aquella que comprende los libros Caja, Diario, Mayor e Inventarios y Balances, independiente de los libros auxiliares que exija la ley, tales como Libro de Ventas Diarias, de Remuneraciones, de Impuestos Retenidos, etc.\n']",Colloquial Chileno Natural,BD1-00259
contabilidad fidedigna definición,"['# CONTABILIDAD FIDEDIGNA\n\nEs aquella que se ajusta a las normas legales y reglamentarias vigentes y registra fiel, cronológicamente y por su verdadero monto las operaciones, ingreso y desembolsos, inversiones y existencias de bienes relativos a las actividades del contribuyente que dan derecho a las rentas efectivas que la ley obliga a acreditar.\n']",Buscador de Palabras Clave,BD1-00260
¿Qué significa la contabilidad simplificada y en qué consiste?,"['# CONTABILIDAD SIMPLIFICADA\n\nEs un tipo de contabilidad que podrá autorizar la Dirección Regional del SII y que puede consistir en llevar un libro de entradas y gastos timbrado, o bien una planilla de entradas y gastos, sin que estén relacionados con los libros auxiliares que exijan otras leyes o el Director Regional.\n']",Principiante / Educativo,BD1-00261
contratante seguro definición diferencia tomador asegurado,"['# CONTRATANTE\n\nEs quien celebra el contrato con el Asegurador y sobre quien recaen las obligaciones generadas por el contrato. Generalmente en los seguros individuales el tomador contrata el seguro por cuenta propia, uniéndose así en una persona dos figuras o calidades (Tomador o Contratante y Asegurado). Por el contrario, el seguro es por cuenta ajena cuando el tomador o contratante es distinto del Asegurado, situación que ocurre, por ejemplo, en los seguros colectivos.\n']",Buscador de Palabras Clave,BD1-00262
"Si tengo que firmar el contrato de una tarjeta de crédito y no puedo cambiar nada de sus cláusulas, ¿qué tipo de contrato es y qué implica?","['# CONTRATO DE ADHESIÓN\n\nAquel contrato cuyas cláusulas han sido propuestas unilateralmente por el proveedor sin que el consumidor, para celebrarlo, pueda alterar su contenido. Un ejemplo son los contratos que se debe suscribir para acceder a tarjetas de crédito bancarias o comerciales.\n']",Caso Hipotético en Primera Persona,BD1-00263
